,,,,,,,,,Application Detail Report,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Advisor :  Demo Advisor,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Belmont Farm, Belmont Farm, 1031 Wards Road, RD 1 , Christchurch",,,,,,,,,,,
,,,,,,,,,,,
"A, Pak Choi, 21.55 ha (01/01/14  To 28/02/15)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,Total nutrients:,"N: 109.9kg, P: 40.2kg, K: 30kg, S: 14.74kg",,,,,,,
,,,Available nutrients:,"N: 109.9kg, P: 40.2kg, K: 30kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"C, Pastures - Grass, 21.47 ha (01/01/15  To 01/09/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,24/04/15,62,SUSTIAN,N: 46kg,21.47 ,100.0 kgs/ha,100.0 kgs/ha,"2,147.0 kg",,30/03/15
,,29/07/15,70,SUSTIAN AMMO 30N,"N: 36kg, S: 16.44kg",21.47 ,120.0 kgs/ha,120.0 kgs/ha,"2,576.4 kg",,30/07/15
,,02/09/15,97,COBALT GRANULAR 10%,,21.47 ,0.3 kgs/ha,0.3 kgs/ha,6.44 kg,,02/09/15
,,02/09/15,97,SELENIUM,,21.47 ,1.0 kgs/ha,1.0 kgs/ha,21.5 kg,,02/09/15
,,02/09/15,97,SUPERTEN,"P: 27kg, S: 31.5kg, Ca: 66kg",21.47 ,300.0 kgs/ha,300.0 kgs/ha,"6,441.0 kg",,02/09/15
,,24/09/15,123,SUSTIAN,N: 36.8kg,21.47 ,80.0 kgs/ha,80.0 kgs/ha,"1,717.6 kg",,25/09/15
,,26/11/15,148,SUSTIAN,N: 36.8kg,21.47 ,80.0 kgs/ha,80.0 kgs/ha,"1,717.6 kg",,28/11/15
,,02/03/16,169,SUSTIAN,N: 36.8kg,21.47 ,80.0 kgs/ha,80.0 kgs/ha,"1,717.6 kg",,04/03/16
,,25/07/16,195,SUSTIAN AMMO 36N,"N: 35.4kg, S: 9kg",21.47 ,100.0 kgs/ha,100.0 kgs/ha,"2,147.0 kg",,26/07/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 227.8kg, P: 27kg, S: 56.94kg, Ca: 66kg",,,,,,,
,,,Available nutrients:,"N: 227.8kg, P: 27kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"C, Peas, 0893 , 21.47 ha (01/09/16  To 26/01/17)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,16/08/16,215,90% SULPHUR,S: 108kg,21.47 ,120.0 kgs/ha,120.0 kgs/ha,"2,576.4 kg",,17/08/16
,,16/08/16,215,BORON 15%,B: 3kg,21.47 ,20.0 kgs/ha,20.0 kgs/ha,429.4 kg,,17/08/16
,,16/08/16,215,DAP,"N: 50.4kg, P: 56.28kg, S: 2.8kg",21.47 ,280.0 kgs/ha,280.0 kgs/ha,"6,011.6 kg",,17/08/16
,,16/08/16,213,DOLOMITE,"Mg: 130.8kg, Ca: 259.2kg",21.47 ,1200.0 kgs/ha,1200.0 kgs/ha,"25,764.0 kg",,17/08/16
,,16/08/16,214,LIME,Ca: 125kg,21.47 ,500.0 kgs/ha,500.0 kgs/ha,"10,735.0 kg",,17/08/16
,,16/08/16,215,MURATE OF POTASH,K: 100kg,21.47 ,200.0 kgs/ha,200.0 kgs/ha,"4,294.0 kg",,17/08/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 50.4kg, P: 56.28kg, K: 100kg, Mg: 130.8kg, B: 3kg, S: 110.8kg, Ca: 384.2kg",,,,,,,
,,,Available nutrients:,"N: 50.4kg, P: 56.28kg, K: 100kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"C, Carrots, 21.47 ha (29/01/17  To 22/03/18)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,29/01/17,268,90% SULPHUR,S: 22.5kg,21.47 ,25.0 kgs/ha,25.0 kgs/ha,536.7 kg,,31/01/17
,,29/01/17,268,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",21.47 ,150.0 kgs/ha,150.0 kgs/ha,"3,220.5 kg",,31/01/17
,,29/01/17,268,KIESERITE,"Mg: 43.2kg, S: 43.2kg",21.47 ,270.0 kgs/ha,270.0 kgs/ha,"5,796.9 kg",,31/01/17
,,29/01/17,268,MANGANESE SULPHATE 28%,Mn: 61.6kg,21.47 ,220.0 kgs/ha,220.0 kgs/ha,"4,723.4 kg",,31/01/17
,,29/01/17,268,MURATE OF POTASH,K: 100kg,21.47 ,200.0 kgs/ha,200.0 kgs/ha,"4,294.0 kg",,31/01/17
,,29/01/17,268,ZINIC SULFATE 36%,Zn: 14.04kg,21.47 ,39.0 kgs/ha,39.0 kgs/ha,837.3 kg,,31/01/17
,,05/09/17,299,BORON 15%,B: 3kg,21.47 ,20.0 kgs/ha,20.0 kgs/ha,429.4 kg,,27/09/17
,,05/09/17,299,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",21.47 ,150.0 kgs/ha,150.0 kgs/ha,"3,220.5 kg",,27/09/17
,,05/09/17,299,DURASUL,S03: 47.5kg,21.47 ,50.0 kgs/ha,50.0 kgs/ha,"1,073.5 kg",,27/09/17
,,05/09/17,299,MURATE OF POTASH,K: 100kg,21.47 ,200.0 kgs/ha,200.0 kgs/ha,"4,294.0 kg",,27/09/17
,,25/10/17,339,NRICH UREA,N: 32.2kg,21.47 ,70.0 kgs/ha,70.0 kgs/ha,"1,502.9 kg",,26/10/17
,,13/12/17,352,NRICH UREA,N: 57.5kg,21.47 ,125.0 kgs/ha,125.0 kgs/ha,"2,683.7 kg",,30/11/17
,,,,,,,,,,,
,,,Total nutrients:,"N: 143.7kg, P: 60.3kg, K: 200kg, Mg: 43.2kg, SO3: 47.5kg, B: 3kg, S: 68.7kg, Mn: 61.6kg, Zn: 14.04kg",,,,,,,
,,,Available nutrients:,"N: 143.7kg, P: 60.3kg, K: 200kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"C, Ryegrass - Perennial, abber green , 21.47 ha (01/01/18  To 31/12/18)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,29/03/18,385,NRICH UREA,N: 57.5kg,21.47 ,125.0 kgs/ha,125.0 kgs/ha,"2,683.7 kg",,29/03/18
,,,,,,,,,,,
,,,Total nutrients:,N: 57.5kg,,,,,,,
,,,Available nutrients:,N: 57.5kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"CC, Pastures - Grass, 3.84 ha (01/01/14  To 28/02/15)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,01/07/15,18,SUSTIAN AMMO 30N,"N: 27.9kg, S: 12.74kg",3.84 ,93.0 kgs/ha,93.0 kgs/ha,357.1 kg,,01/07/15
,,,,,,,,,,,
,,,Total nutrients:,"N: 27.9kg, S: 12.74kg",,,,,,,
,,,Available nutrients:,N: 27.9kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"CC, Pastures - Grass, 3.84 ha (01/01/15  To 31/12/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,14/04/15,54,SUSTIAN,N: 46kg,3.84 ,100.0 kgs/ha,100.0 kgs/ha,384.0 kg,,15/04/15
,,29/07/15,70,SUSTIAN AMMO 30N,"N: 36kg, S: 16.44kg",3.84 ,120.0 kgs/ha,120.0 kgs/ha,460.8 kg,,30/07/15
,,17/09/15,114,COBALT GRANULAR 10%,,3.84 ,0.3 kgs/ha,0.3 kgs/ha,1.15 kg,,19/09/15
,,17/09/15,114,SELENIUM,,3.84 ,1.0 kgs/ha,1.0 kgs/ha,3.84 kg,,19/09/15
,,17/09/15,114,SUPERTEN,"P: 36kg, S: 42kg, Ca: 88kg",3.84 ,400.0 kgs/ha,400.0 kgs/ha,"1,536.0 kg",,19/09/15
,,17/09/15,115,SUSTIAN,N: 36.8kg,3.84 ,80.0 kgs/ha,80.0 kgs/ha,307.2 kg,,17/09/15
,,04/04/16,177,SUSTIAN,N: 36.8kg,3.84 ,80.0 kgs/ha,80.0 kgs/ha,307.2 kg,,12/04/16
,,25/07/16,195,SUSTIAN AMMO 36N,"N: 35.4kg, S: 9kg",3.84 ,100.0 kgs/ha,100.0 kgs/ha,384.0 kg,,26/07/16
,,08/09/16,232,90% SULPHUR,S: 81kg,3.84 ,90.0 kgs/ha,90.0 kgs/ha,345.6 kg,,09/09/16
,,08/09/16,232,DAP,"N: 50.4kg, P: 56.28kg, S: 2.8kg",3.84 ,280.0 kgs/ha,280.0 kgs/ha,"1,075.2 kg",,09/09/16
,,08/09/16,234,DOLOMITE,"Mg: 141.7kg, Ca: 280.8kg",3.84 ,1300.0 kgs/ha,1300.0 kgs/ha,"4,992.0 kg",,10/09/16
,,08/09/16,235,MAG 2000,Mg: 55kg,3.84 ,200.0 kgs/ha,200.0 kgs/ha,768.0 kg,,08/09/16
,,08/09/16,232,MURATE OF POTASH,K: 100kg,3.84 ,200.0 kgs/ha,200.0 kgs/ha,768.0 kg,,09/09/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 241.4kg, P: 92.28kg, K: 100kg, Mg: 196.7kg, S: 151.24kg, Ca: 368.8kg",,,,,,,
,,,Available nutrients:,"N: 241.4kg, P: 92.28kg, K: 100kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"CC, Pastures, 3.84 ha (01/01/17  To 15/09/17)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,23/03/17,280,SUSTIAN,N: 36.8kg,3.84 ,80.0 kgs/ha,80.0 kgs/ha,307.2 kg,,24/03/17
,,02/08/17,292,SUSTIAN AMMO 30N,"N: 30kg, S: 13.7kg",3.84 ,100.0 kgs/ha,100.0 kgs/ha,384.0 kg,,02/08/17
,,30/08/17,295,SUSTIAN,N: 46kg,3.84 ,100.0 kgs/ha,100.0 kgs/ha,384.0 kg,,30/08/17
,,,,,,,,,,,
,,,Total nutrients:,"N: 112.8kg, S: 13.7kg",,,,,,,
,,,Available nutrients:,N: 112.8kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"D, Peas, 11.12 ha (01/01/14  To 18/01/15)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,04/09/14,4,SUULPHURGAIN 15S,"P: 29.24kg, S: 50.32kg, Ca: 71.4kg",11.50 ,340.0 kgs/ha,340.0 kgs/ha,"3,910.0 kg",,11/09/14
,,,,,,,,,,,
,,,Total nutrients:,"P: 29.24kg, S: 50.32kg, Ca: 71.4kg",,,,,,,
,,,Available nutrients:,P: 29.24kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"D, Beetroot, Hybrid, 11.12 ha (09/03/15  To 22/03/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,14/09/15,112,SUSTIAN,N: 69kg,11.50 ,150.0 kgs/ha,150.0 kgs/ha,"1,725.0 kg",,18/09/15
,,20/10/15,138,SUSTIAN,N: 46kg,11.50 ,100.0 kgs/ha,100.0 kgs/ha,"1,150.0 kg",,23/10/15
,,,,,,,,,,,
,,,Total nutrients:,N: 115kg,,,,,,,
,,,Available nutrients:,N: 115kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"D, Ryegrass - Perennial, Turf, 11.12 ha (07/03/16  To 02/02/17)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,18/05/16,183,SUSTIAN,N: 34.5kg,11.12 ,75.0 kgs/ha,75.0 kgs/ha,834.0 kg,,20/05/16
,,02/08/16,197,90% SULPHUR,S: 81kg,11.12 ,90.0 kgs/ha,90.0 kgs/ha,"1,000.8 kg",,15/08/16
,,02/08/16,197,BORON 15%,B: 3kg,11.12 ,20.0 kgs/ha,20.0 kgs/ha,222.4 kg,,15/08/16
,,02/08/16,197,MURATE OF POTASH,K: 125kg,11.12 ,250.0 kgs/ha,250.0 kgs/ha,"2,780.0 kg",,15/08/16
,,02/08/16,197,ZINIC SULFATE 36%,Zn: 14.04kg,11.12 ,39.0 kgs/ha,39.0 kgs/ha,433.7 kg,,15/08/16
,,03/08/16,210,MAG OZ,Mg: 172.58kg,11.12 ,295.0 kgs/ha,295.0 kgs/ha,"3,280.4 kg",,09/08/16
,,02/11/16,250,SUSTIAN,N: 92kg,11.12 ,200.0 kgs/ha,200.0 kgs/ha,"2,224.0 kg",,02/11/16
,,15/11/16,255,SUSTIAN,N: 92kg,11.12 ,200.0 kgs/ha,200.0 kgs/ha,"2,224.0 kg",,16/11/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 218.5kg, K: 125kg, Mg: 172.58kg, B: 3kg, S: 81kg, Zn: 14.04kg",,,,,,,
,,,Available nutrients:,"N: 218.5kg, K: 125kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"D, Carrots, 11.12 ha (07/02/17  To 17/03/18)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,13/02/17,269,90% SULPHUR,S: 36kg,11.12 ,40.0 kgs/ha,40.0 kgs/ha,444.8 kg,,14/02/17
,,13/02/17,269,COBALT 20%,,11.12 ,1.0 kgs/ha,1.0 kgs/ha,11.1 kg,,14/02/17
,,13/02/17,269,COPPER SULPHATE 25%,Cu: 6.25kg,11.12 ,25.0 kgs/ha,25.0 kgs/ha,278.0 kg,,14/02/17
,,13/02/17,269,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",11.12 ,150.0 kgs/ha,150.0 kgs/ha,"1,668.0 kg",,14/02/17
,,13/02/17,269,KIESERITE,"Mg: 48kg, S: 48kg",11.12 ,300.0 kgs/ha,300.0 kgs/ha,"3,336.0 kg",,14/02/17
,,13/02/17,269,ZINIC SULFATE 36%,Zn: 14.04kg,11.12 ,39.0 kgs/ha,39.0 kgs/ha,433.7 kg,,14/02/17
,,05/09/17,299,BORON 15%,B: 3kg,11.12 ,20.0 kgs/ha,20.0 kgs/ha,222.4 kg,,27/09/17
,,05/09/17,299,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",11.12 ,150.0 kgs/ha,150.0 kgs/ha,"1,668.0 kg",,27/09/17
,,05/09/17,299,DURASUL,S03: 47.5kg,11.12 ,50.0 kgs/ha,50.0 kgs/ha,556.0 kg,,27/09/17
,,05/09/17,299,MURATE OF POTASH,K: 100kg,11.12 ,200.0 kgs/ha,200.0 kgs/ha,"2,224.0 kg",,27/09/17
,,25/10/17,340,NRICH UREA,N: 32.2kg,11.12 ,70.0 kgs/ha,70.0 kgs/ha,778.4 kg,,25/10/17
,,13/12/17,354,NRICH UREA,N: 55.2kg,11.12 ,125.0 kgs/ha,120.0 kgs/ha,"1,334.4 kg",,29/11/17
,,,,,,,,,,,
,,,Total nutrients:,"N: 141.4kg, P: 60.3kg, K: 100kg, Mg: 48kg, SO3: 47.5kg, B: 3kg, S: 87kg, Cu: 6.25kg, Zn: 14.04kg",,,,,,,
,,,Available nutrients:,"N: 141.4kg, P: 60.3kg, K: 100kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"D, Triticale, winter max , 11.12 ha (17/03/18  To 31/12/18)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,20/03/18,382,NRICH UREA,N: 57.5kg,11.12 ,125.0 kgs/ha,125.0 kgs/ha,"1,390.0 kg",,20/03/18
,,06/04/18,388,NRICH UREA,N: 69kg,11.12 ,150.0 kgs/ha,150.0 kgs/ha,"1,668.0 kg",,09/04/18
,,,,,,,,,,,
,,,Total nutrients:,N: 126.5kg,,,,,,,
,,,Available nutrients:,N: 126.5kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"E, Pastures - Grass, 5.26 ha (01/01/14  To 28/02/15)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,09/04/15,38,DAP,"N: 36kg, P: 40.2kg, S: 2kg",5.26 ,200.0 kgs/ha,200.0 kgs/ha,"1,052.0 kg",,11/11/14
,,09/04/15,38,MURIATE OF POTASH,K: 30kg,5.26 ,60.0 kgs/ha,60.0 kgs/ha,315.6 kg,,11/11/14
,,01/07/15,18,SUSTIAN AMMO 30N,"N: 27.9kg, S: 12.74kg",5.26 ,93.0 kgs/ha,93.0 kgs/ha,489.2 kg,,01/07/15
,,,,,,,,,,,
,,,Total nutrients:,"N: 63.9kg, P: 40.2kg, K: 30kg, S: 14.74kg",,,,,,,
,,,Available nutrients:,"N: 63.9kg, P: 40.2kg, K: 30kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"E, Pastures - Grass, 5.26 ha (01/01/15  To 31/12/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,14/04/15,54,SUSTIAN,N: 46kg,5.26 ,100.0 kgs/ha,100.0 kgs/ha,526.0 kg,,15/04/15
,,29/07/15,70,SUSTIAN AMMO 30N,"N: 36kg, S: 16.44kg",5.26 ,120.0 kgs/ha,120.0 kgs/ha,631.2 kg,,30/07/15
,,17/09/15,113,COBALT GRANULAR 10%,,5.26 ,0.3 kgs/ha,0.3 kgs/ha,1.58 kg,,19/09/15
,,17/09/15,113,SELENIUM,,5.26 ,1.0 kgs/ha,1.0 kgs/ha,5.26 kg,,19/09/15
,,17/09/15,113,SUPERTEN,"P: 27kg, S: 31.5kg, Ca: 66kg",5.26 ,300.0 kgs/ha,300.0 kgs/ha,"1,578.0 kg",,19/09/15
,,17/09/15,115,SUSTIAN,N: 36.8kg,5.26 ,80.0 kgs/ha,80.0 kgs/ha,420.8 kg,,17/09/15
,,04/04/16,177,SUSTIAN,N: 36.8kg,5.26 ,80.0 kgs/ha,80.0 kgs/ha,420.8 kg,,12/04/16
,,25/07/16,195,SUSTIAN AMMO 36N,"N: 35.4kg, S: 9kg",5.26 ,100.0 kgs/ha,100.0 kgs/ha,526.0 kg,,26/07/16
,,08/09/16,233,90% SULPHUR,S: 72kg,5.26 ,80.0 kgs/ha,80.0 kgs/ha,420.8 kg,,09/09/16
,,08/09/16,233,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",5.26 ,150.0 kgs/ha,150.0 kgs/ha,789.0 kg,,09/09/16
,,08/09/16,236,DOLOMITE,"Mg: 152.6kg, Ca: 302.4kg",5.26 ,1400.0 kgs/ha,1400.0 kgs/ha,"7,364.0 kg",,10/09/16
,,08/09/16,237,LIME,Ca: 100kg,5.26 ,400.0 kgs/ha,400.0 kgs/ha,"2,104.0 kg",,10/09/16
,,08/09/16,233,MURATE OF POTASH,K: 100kg,5.26 ,200.0 kgs/ha,200.0 kgs/ha,"1,052.0 kg",,09/09/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 218kg, P: 57.15kg, K: 100kg, Mg: 152.6kg, S: 130.44kg, Ca: 468.4kg",,,,,,,
,,,Available nutrients:,"N: 218kg, P: 57.15kg, K: 100kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"E, Pastures, 5.26 ha (01/01/17  To 15/09/17)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,23/03/17,280,SUSTIAN,N: 36.8kg,5.26 ,80.0 kgs/ha,80.0 kgs/ha,420.8 kg,,24/03/17
,,02/08/17,292,SUSTIAN AMMO 30N,"N: 30kg, S: 13.7kg",5.26 ,100.0 kgs/ha,100.0 kgs/ha,526.0 kg,,02/08/17
,,30/08/17,295,SUSTIAN,N: 46kg,5.26 ,100.0 kgs/ha,100.0 kgs/ha,526.0 kg,,30/08/17
,,,,,,,,,,,
,,,Total nutrients:,"N: 112.8kg, S: 13.7kg",,,,,,,
,,,Available nutrients:,N: 112.8kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"EE, Peas, ashton, 22.81 ha (01/01/14  To 18/01/15)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,06/10/14,13,BORON 15%,B: 1.5kg,22.81 ,10.0 kgs/ha,10.0 kgs/ha,228.1 kg,,12/09/14
,,06/10/14,13,SUULPHURGAIN 15S,"P: 29.24kg, S: 50.32kg, Ca: 71.4kg",22.81 ,340.0 kgs/ha,340.0 kgs/ha,"7,755.4 kg",,12/09/14
,,,,,,,,,,,
,,,Total nutrients:,"P: 29.24kg, B: 1.5kg, S: 50.32kg, Ca: 71.4kg",,,,,,,
,,,Available nutrients:,P: 29.24kg,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"EE, Carrots, 68017-1, 22.81 ha (01/01/15  To 22/03/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,12/08/15,86,BORON 15%,B: 1.5kg,22.81 ,10.0 kgs/ha,10.0 kgs/ha,228.1 kg,,03/02/15
,,12/08/15,86,CROPZEAL BORON BOOST,"N: 36.3kg, P: 42.9kg, B: 1.54kg",22.81 ,220.0 kgs/ha,220.0 kgs/ha,"5,018.2 kg",,03/02/15
,,12/08/15,86,KIESERITE,"Mg: 19.2kg, S: 19.2kg",22.81 ,120.0 kgs/ha,120.0 kgs/ha,"2,737.2 kg",,03/02/15
,,12/08/15,87,LIME,Ca: 625kg,22.81 ,2500.0 kgs/ha,2500.0 kgs/ha,"57,025.0 kg",,07/02/15
,,12/08/15,86,MURATE OF POTASH,K: 40kg,22.81 ,80.0 kgs/ha,80.0 kgs/ha,"1,824.8 kg",,03/02/15
,,19/09/15,118,KIESERITE,"Mg: 32kg, S: 32kg",22.81 ,200.0 kgs/ha,200.0 kgs/ha,"4,562.0 kg",,21/09/15
,,19/09/15,118,MURATE OF POTASH,K: 75kg,22.81 ,150.0 kgs/ha,150.0 kgs/ha,"3,421.5 kg",,21/09/15
,,09/11/15,144,SUSTIAN,N: 36.8kg,22.81 ,80.0 kgs/ha,80.0 kgs/ha,"1,824.8 kg",,11/11/15
,,30/11/15,149,SUSTIAN,N: 36.8kg,22.81 ,80.0 kgs/ha,80.0 kgs/ha,"1,824.8 kg",,30/11/15
,,,,,,,,,,,
,,,Total nutrients:,"N: 109.9kg, P: 42.9kg, K: 115kg, Mg: 51.2kg, B: 3.04kg, S: 51.2kg, Ca: 625kg",,,,,,,
,,,Available nutrients:,"N: 109.9kg, P: 42.9kg, K: 115kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"EE, Pastures - Grass, abber green, 22.38 ha (20/04/16  To 31/12/16)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,20/04/16,180,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",22.38 ,150.0 kgs/ha,150.0 kgs/ha,"3,357.0 kg",,26/04/16
,,20/04/16,179,MAG 2000,Mg: 156.75kg,22.38 ,570.0 kgs/ha,570.0 kgs/ha,"12,756.6 kg",,26/04/16
,,20/04/16,180,MURATE OF POTASH,K: 100kg,22.38 ,200.0 kgs/ha,200.0 kgs/ha,"4,476.0 kg",,26/04/16
,,20/04/16,180,ZINIC SULFATE 36%,Zn: 9.72kg,22.38 ,27.0 kgs/ha,27.0 kgs/ha,604.3 kg,,26/04/16
,,25/07/16,195,SUSTIAN AMMO 36N,"N: 35.4kg, S: 9kg",22.38 ,100.0 kgs/ha,100.0 kgs/ha,"2,238.0 kg",,26/07/16
,,02/08/16,207,90% SULPHUR,S: 81kg,22.38 ,90.0 kgs/ha,90.0 kgs/ha,"2,014.2 kg",,11/08/16
,,02/08/16,207,BORON 15%,B: 3kg,22.38 ,20.0 kgs/ha,20.0 kgs/ha,447.6 kg,,11/08/16
,,02/08/16,207,DAP,"N: 36kg, P: 40.2kg, S: 2kg",22.38 ,200.0 kgs/ha,200.0 kgs/ha,"4,476.0 kg",,11/08/16
,,02/08/16,207,MURATE OF POTASH,K: 100kg,22.38 ,200.0 kgs/ha,200.0 kgs/ha,"4,476.0 kg",,11/08/16
,,16/11/16,260,SUSTIAN,N: 36.8kg,22.38 ,80.0 kgs/ha,80.0 kgs/ha,"1,790.4 kg",,18/11/16
,,,,,,,,,,,
,,,Total nutrients:,"N: 135.2kg, P: 70.35kg, K: 200kg, Mg: 156.75kg, B: 3kg, S: 93.5kg, Zn: 9.72kg",,,,,,,
,,,Available nutrients:,"N: 135.2kg, P: 70.35kg, K: 200kg",,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"EE, Pastures, abbergreen , 22.38 ha (01/01/17  To 01/12/18)",,,,,,,,,,,
,,,,,,,,,,,
Planned,No,Product,Reason / Analysis,,Area (ha),Plan Rate,Actual Rate,Total,Applied,,
,,,,,,,,,,,
,,,,,,,,,,,
,,06/03/17,277,SUSTIAN,N: 36.8kg,22.38 ,80.0 kgs/ha,80.0 kgs/ha,"1,790.4 kg",,07/03/17
,,06/04/17,285,SUSTIAN,N: 36.8kg,22.38 ,80.0 kgs/ha,80.0 kgs/ha,"1,790.4 kg",,10/04/17
,,02/08/17,292,SUSTIAN AMMO 30N,"N: 30kg, S: 13.7kg",22.38 ,100.0 kgs/ha,100.0 kgs/ha,"2,238.0 kg",,02/08/17
,,05/09/17,300,BORON 15%,B: 3kg,22.38 ,20.0 kgs/ha,20.0 kgs/ha,447.6 kg,,17/09/17
,,05/09/17,300,DAP,"N: 27kg, P: 30.15kg, S: 1.5kg",22.38 ,150.0 kgs/ha,150.0 kgs/ha,"3,357.0 kg",,17/09/17
